湖 南（955座）


序号 宫观名称 地址 派别
380 广惠观 湖南省邵阳市洞口县石江镇树林乡树林村大石 正一

381 龙仙宫 湖南省邵阳市洞口县醪田镇花桥村7组 正一

382 天后宫 湖南省邵阳市洞口县洞口镇德巷村6组 正一

383 武安宫 湖南省邵阳市洞口县石江镇可风村1组 正一

384 天后宫 湖南省邵阳市洞口县竹市镇巩背村 正一

385 地母殿 湖南省邵阳市隆回县麻塘山乡九道坪村 全真

386 玉皇殿 湖南省邵阳市隆回县鸭田镇鸭田村 全真

387 天马寺 湖南省邵阳市隆回县司门前镇居委会 全真

388 雷王观 湖南省邵阳市隆回县滩头镇峡山口村 全真

389 南岳殿 湖南省邵阳市隆回县滩头镇株林村 全真

