湖 北（642座）


序号 宫观名称 地址 派别
387 报恩殿 湖北省武汉市黄陂区木兰山 全真

388 廻光殿 湖北省武汉市黄陂区木兰山 全真

389 药王宫 湖北省武汉市黄陂区木兰山 全真

390 文昌宫 湖北省武汉市黄陂区木兰山 全真

391 古金顶 湖北省武汉市黄陂区木兰山 全真

392 三元宫 湖北省武汉市黄陂区木兰山 全真

393 帝主宫 湖北省武汉市黄陂区木兰山 全真

394 斗姥宫 湖北省武汉市黄陂区木兰山 全真

395 三清殿 湖北省武汉市黄陂区木兰山风景管理处 全真

396 金顶 湖北省武汉市黄陂区木兰山 全真

397 磨针涧 湖北省武汉市黄陂区木兰山 全真

398 玉清观 湖北省武汉市黄陂区李集街云雾山 全真

