序号   宫观名称                         地址                                      派别 
676 灵溪镇凤仙道观 浙江省温州市苍南县灵溪镇渔塘口村横歧山 全真

677 灵溪镇沪山纯真道观 浙江省温州市苍南县灵溪镇沪山办事处半垟村 全真

678 金乡镇凤安道观 浙江省温州市苍南县金乡镇凉亭村 全真

679 灵溪镇大观金山道观 浙江省温州市苍南县灵溪镇溪心村 全真

680 灵溪镇大亭村太虚道观 浙江省温州市苍南县灵溪镇浦亭大亭村 全真

681 灵溪镇顶垟村建华道观 浙江省温州市苍南县灵溪镇观美顶垟村 全真

682 金乡镇甘溪村宝溪道观 浙江省温州市苍南县金乡镇湖里办事处甘溪村 全真

683 金乡镇观音洞道观 浙江省温州市苍南县金乡镇珠梅岭村 全真

684 金乡镇海口村凤凰道观 浙江省温州市苍南县金乡镇炎亭海口村 全真

685 金乡镇永安道观 浙江省温州市苍南县金乡镇石砰坑东村 全真

686 灵溪镇白雀道观 浙江省温州市苍南县灵溪镇渡龙西程村 全真

687 灵溪镇保泰道观 浙江省温州市苍南县灵溪镇大观村 全真

688 灵溪镇灵渊道观 浙江省温州市苍南县灵溪镇观美分坪村 全真

689 灵溪镇龙观道观 浙江省温州市苍南县灵溪镇大观南山村 全真

690 灵溪镇玄元道观 浙江省温州市苍南县灵溪镇观美凤鹤村 全真

691 灵溪镇玉泉道观 浙江省温州市苍南县灵溪镇观美亭子村 全真

692 灵溪镇玉真道观 浙江省温州市苍南县灵溪镇浦亭石聚村 全真

693 龙港镇陈家寺静心道观 浙江省温州市苍南县龙港镇云岩陈家寺 全真

694 龙港镇崇福道院 浙江省温州市苍南县龙港镇芦浦林家院村 全真

695 龙港镇崇善道观 浙江省温州市苍南县龙港镇巴曹林家庄村仓后 全真

696 龙港镇存善堂 浙江省温州市苍南县龙港镇巴曹水心九刀连两 全真

697 金乡镇灵岩道观 浙江省温州市苍南县金乡镇老城办事处东田村 全真

698 金乡镇龙山道观 浙江省温州市苍南县金乡镇大渔大岙心村 全真

699 灵溪镇升仙道观 浙江省温州市苍南县灵溪镇渔塘口下庄垟 全真

700 灵溪镇玄妙道观 浙江省温州市苍南县灵溪镇溪心、西程村 全真

701 灵溪镇湾旦村龙隐道观 浙江省温州市苍南县灵溪镇凤池湾旦村 全真

702 灵溪镇文字堂 浙江省温州市苍南县灵溪镇观美九甲村 全真

703 龙港镇鲸头凤仙道观 浙江省温州市苍南县龙港镇云岩鲸头村 全真

704 龙港镇乾头村福善道观 浙江省温州市苍南县龙港镇巴曹乾头村 全真

705 金乡镇环绿道观 浙江省温州市苍南县金乡镇河尾垟、半浃莲村 全真

706 金乡镇黄金河村环绿道观 浙江省温州市苍南县金乡镇郊外办事处黄金河 全真

707 赤溪镇静莲道观 浙江省温州市苍南县赤溪镇园林村 全真

708 金乡镇金狮道观 浙江省温州市苍南县金乡镇公园巷36号 全真

709 金乡镇金亭道观 浙江省温州市苍南县金乡镇湖里凉亭村 全真

710 金乡镇坑南村龙山道观 浙江省温州市苍南县金乡镇石砰坑南村龙山道 全真

711 灵溪镇江南苏村慈航道观 浙江省温州市苍南县灵溪镇江苏村 全真

712 灵溪镇净念道观 浙江省温州市苍南县灵溪镇西山村 全真

713 灵溪镇九凤道观 浙江省温州市苍南县灵溪镇观美九甲村 全真

714 灵溪镇灵山道观 浙江省温州市苍南县灵溪镇岩头村 全真

715 金乡镇三官道观 浙江省温州市苍南县金乡镇北门大街190号 全真

716 金乡镇三元道观 浙江省温州市苍南县金乡镇夏八美村云台山 全真

717 金乡镇兴洪道观 浙江省温州市苍南县金乡镇炎亭振兴村 全真

718 金乡镇醒狮道观 浙江省温州市苍南县金乡镇珠梅岭村 全真

719 灵溪镇浦燕道观 浙江省温州市苍南县灵溪镇浦亭燕头村 全真

720 灵溪镇三清道观 浙江省温州市苍南县灵溪镇观美亭子村 全真

721 灵溪镇紫云道观 浙江省温州市苍南县灵溪镇凤池大披村 全真

722 龙港镇白云道观 浙江省温州市苍南县龙港镇巴曹浃前路1号 全真

723 龙港镇报德道观 浙江省温州市苍南县龙港镇芦浦浦南路1号 全真

724 龙港镇北岭村清皇道观 浙江省温州市苍南县龙港镇巴曹北岭村 全真

725 龙港镇凤凰道观 浙江省温州市苍南县龙港镇芦浦石路村 全真

726 龙港镇韩家垟村洪池道观 浙江省温州市苍南县龙港镇平等办事处韩家垟 全真

727 龙港镇康乐道观 浙江省温州市苍南县龙港镇巴曹平安村 全真

728 龙港镇普灵道观 浙江省温州市苍南县龙港镇东城路345—3 全真

729 马站镇桥新村妙峰道观 浙江省温州市苍南县马站镇桥新村 全真

730 马站镇天门道观 浙江省温州市苍南县马站镇霞关仙岩村石钟岗 全真

731 马站镇五泉道观 浙江省温州市苍南县马站镇蒲城甘溪村 全真

732 龙港镇金龙道观 浙江省温州市苍南县龙港镇金龙街80号 全真

733 龙港镇金山道观 浙江省温州市苍南县龙港镇云岩 全真

734 龙港镇金仙道观 浙江省温州市苍南县龙港镇巴曹金家沿村 全真

735 龙港镇鲸头村灵安道观 浙江省温州市苍南县龙港镇云岩鲸头村 全真

736 龙港镇玄妙道观 浙江省温州市苍南县龙港镇巴曹兴港路177 全真

737 龙港镇玄真道观 浙江省温州市苍南县龙港镇咸园村玄真道观 全真

738 龙港镇雁仙道观 浙江省温州市苍南县龙港镇云岩金中村 全真

739 龙港镇垟底张村新安道观 浙江省温州市苍南县龙港镇巴曹垟底张村 全真

740 龙港镇元光道观 浙江省温州市苍南县龙港镇平等办事处陈宅村 全真

741 马站镇延寿院 浙江省温州市苍南县马站镇谢家垟村 全真

742 钱库镇金粟道观 浙江省温州市苍南县钱库镇新安干桥村 全真

743 钱库镇静幽道观 浙江省温州市苍南县钱库镇望里浃底园村凤凰 全真

744 龙港镇忠信道观 浙江省温州市苍南县龙港镇黄中村368号 全真

745 马站镇光灵道观 浙江省温州市苍南县马站镇蒲城金城村 全真

746 马站镇金灵道观 浙江省温州市苍南县马站镇沿浦岭尾村 全真

747 钱库镇宝山道观 浙江省温州市苍南县钱库镇望里北岙村 全真

748 钱库镇车头村瑞云道观 浙江省温州市苍南县钱库镇车头村 全真

749 钱库镇陈东村宝龙道观 浙江省温州市苍南县藻溪镇北山村西湖道观 全真

750 钱库镇祺林村龙庆道观 浙江省温州市苍南县钱库镇望里祺林村 全真

751 钱库镇神龙道观 浙江省温州市苍南县钱库镇仙居神宫桥村 全真

752 钱库镇天真道观 浙江省温州市苍南县钱库镇括山望洲山 全真

753 钱库镇燕窠硐玉虚道观 浙江省温州市苍南县钱库镇望里燕窠硐 全真

754 钱库镇紫云道观 浙江省温州市苍南县钱库镇望里东前村 全真

755 桥墩镇鹅峰道观 浙江省温州市苍南县桥墩镇古树村 全真

756 桥墩镇回龙道观 浙江省温州市苍南县桥墩镇四亩村 全真

757 桥墩镇黎阳村忠臣道观 浙江省温州市苍南县桥墩镇五凤黎阳村 全真

758 宜山镇龙安道观 浙江省温州市苍南县宜山镇上水门村 全真

759 钱库镇黄车堡东华道观 浙江省温州市苍南县钱库镇黄车堡村 全真

760 钱库镇黄德道观 浙江省温州市苍南县钱库镇山下村 全真

761 钱库镇回兴道观 浙江省温州市苍南县钱库镇望里神山村东门垟 全真

762 县港镇湖前西桥村清华道观 浙江省温州市苍南县龙港镇湖前西桥村 全真

763 马站镇白云观 浙江省温州市苍南县马站镇渔寮交椅宽村 全真

764 马站镇景福道观 浙江省温州市苍南县马站镇蒲城西门外村 全真

765 马站镇静隐道观 浙江省温州市苍南县马站镇霞关仙岩村 全真

766 龙港镇明德堂 浙江省温州市苍南县龙港镇云岩鲸头村 全真

767 龙港镇泮河村新积道观 浙江省温州市苍南县龙港镇巴曹泮河村 全真

768 钱库镇东山头村紫云道观 浙江省温州市苍南县钱库镇望里东山头村 全真

769 钱库镇江心道观 浙江省温州市苍南县钱库镇新安东社村 全真

770 马站镇南关村志善堂 浙江省温州市苍南县马站镇霞关南关村 全真

771 藻溪镇加针坑村妙觉道观 浙江省温州市苍南县藻溪镇加针坑村 全真

772 藻溪镇东山道观 浙江省温州市苍南县藻溪镇东山道观 全真

773 钱库镇凤凰道观 浙江省温州市苍南县钱库镇望里凤岙村 全真

774 钱库镇宫西村仙灵道观 浙江省温州市苍南县钱库镇望里宫西村 全真

775 钱库镇普觉道观 浙江省温州市苍南县钱库镇括山小陈家堡 全真

776 桥墩镇太清道观 浙江省温州市苍南县桥墩镇横墙村 全真

777 藻溪镇蔗岙村慈航道观 浙江省温州市苍南县藻溪镇蔗岙村三台山 全真

778 藻溪镇龙潭道观 浙江省温州市苍南县藻溪镇建光村 全真

779 藻溪镇双麟道观 浙江省温州市苍南县藻溪镇蔗岙村 全真

780 藻溪镇天仙道观 浙江省温州市苍南县藻溪镇丁岙村清凤山 全真

781 藻溪镇真仙道观 浙江省温州市苍南县藻溪镇蔗岙村三台山 全真

782 桥墩镇仙堂道观 浙江省温州市苍南县桥墩镇五凤凤鸣村 全真

783 宜山镇金龙道观 浙江省温州市苍南县宜山镇新唐山 全真

784 玉苍道观 浙江省温州市苍南县玉苍风景区 全真

785 钱库镇龙隐道观 浙江省温州市苍南县钱库镇望里溪头埠 全真

786 桥墩镇延寿道观 浙江省温州市苍南县桥墩镇天星村 全真

787 桥墩镇玉龙道观 浙江省温州市苍南县桥墩镇库区村 全真

788 钱库镇仙岩道观 浙江省温州市苍南县钱库镇垟头山 全真

789 蒲州街道吕祖观 温州市龙湾区汤家桥村西河北路2号 正一

790 沙城街道八甲太阴宫 浙江省温州市龙湾区沙城街道八甲太阴宫 正一

791 海滨街道蟾钟太阴宫 浙江省温州市龙湾区海滨街道蟾钟村 正一

792 海滨街道沙南下垟观 浙江省温州市龙湾区海滨街道沙南中路5号 正一

793 海滨街道沙中太阴宫 浙江省温州市龙湾区海滨街道沙中村 正一

794 海滨街道忠烈观 浙江省温州市海滨街道沙村张家桥头 正一

795 海城街道埭头太阴宫 浙江省温州市龙湾区海城街道埭头村 正一

796 海城街道东溪太阴宫 浙江省温州市海城街道东溪村 正一

797 海城街道仙迹观 浙江省温州市海城街道上涂村 正一

798 蒲州街道关圣观 温州市龙湾区蒲州下埠村 正一

799 蒲州街道令公观 龙湾区蒲州街道下埠村 正一

800 沙城街道方岩观 浙江省温州市龙湾区沙城街道四甲烟台村 正一

801 沙城街道清溟道观 浙江省温州市龙湾区沙城街道七甲街431号 正一

802 天河街道二甲玄武观 温州市龙湾区天河街道二甲村 正一

803 海城街道显应观 浙江省温州市龙湾区海城街道邱宅村 正一

804 蒲州街道仁济观 温州市龙湾区蒲州街道上江张家牌中巷3号 正一

805 海城街道岩头宫 浙江省温州市海城街道东门岩头 正一

806 海城街道杨圣观 浙江省温州市海城街道中星村 正一

807 海城街道永瑞宫 浙江省温州市龙湾区海城街道西一村天灯巷 正一

808 海城街道屿主宫 浙江省温州市龙湾区海城街道屿门村 正一

809 海城街道浮圣观 浙江省温州市海城街道埭头村 正一

810 海城街道瞿宋道观 浙江省温州市海城街道上涂村繁荣南街56号 正一

811 海城街道瞿太宫 浙江省温州市海城街道东门村 正一

812 灵昆街道双合宫 温州市龙湾区灵昆街道九村 正一

813 灵昆街道双昆宫 温州市龙湾区灵昆街道双昆村 正一

814 灵昆街道天杨宫 温州市龙湾区灵昆街道叶先村 正一

815 瑶溪街道孝佑宫 温州市龙湾区瑶溪街道龙湾村云亭山和田岸山 正一

816 瑶溪街道玄真观 温州市龙湾区瑶溪街道瑶溪山庄边 正一

817 瑶溪街道郑使观 温州市龙湾区瑶溪街道黄石村沙岙儿 正一

818 海滨街道兰田五岳观 浙江省温州市龙湾区海滨街道蓝田村 正一

819 海城街道东岳道观 浙江省温州市龙湾区海城街道城河东路135 正一

820 海城街道凤山宫 浙江省温州市海城街道凤山脚 正一

821 海城街道浮沙观 浙江省温州市海城街道埭头村锦瑞北街 正一

822 蒲州街道上江平水观 温州市龙湾区蒲州街道上江村东岸 正一

823 蒲州街道许五观 温州市龙湾区蒲州街道屿田村 正一

824 蒲州街道玄坦观 龙湾区蒲州街道江前村江上地方 正一

825 蒲州街道屿田平水观 温州市龙湾区蒲州街道屿田村河头 正一正一

826 蒲州街道庄济观 温州市龙湾区蒲州街道汤家桥村 正一

827 海城街道石坦村天妃宫 浙江省温州市龙湾区海城街道石坦村 正一

828 海城街道天后宫 浙江省温州市龙湾区海城街道邱宅村南洋路2 正一

829 灵昆街道陈阴观 温州市龙湾区灵昆街道双昆村 正一

830 灵昆街道沙王思观 温州市龙湾区灵昆街道沙塘村 正一

831 瑶溪街道朱宅太阴宫 浙江省温州市龙湾区瑶溪街道朱宅村 正一

832 永兴街道八大观 浙江省温州市龙湾区永兴街道榕树下村 正一

833 永兴街道东岳观 温州市龙湾区永兴街道乐二村 正一

834 永中街道北山杨府观 浙江省温州市龙湾区永中街道北山上湾至下湾 正一

835 永中街道东城观 浙江省温州市龙湾区永中街道永昌新城村东面 正一

836 永中街道东瓯观 温州市龙湾区永中街道度山村 正一

837 永中街道峰门观 浙江省温州市龙湾区永昌前街村 正一

838 瑶溪街道广济观 温州市龙湾区瑶溪街道龙东村

839 瑶溪街道河滨太阴宫 浙江省温州市龙湾区瑶溪街道河滨村下大房地 正一

840 瑶溪街道黄山村后陈双联观 浙江省温州市龙湾区瑶溪街道黄山村后陈地方 正一

841 瑶溪街道黄山村上塘太阴宫 浙江省温州市龙湾区瑶溪街道黄山村上塘 正一

842 瑶溪街道黄山宫 浙江省温州市龙湾区瑶溪街道黄石村沙岙儿 正一

843 永兴街道五显观 浙江省温州市龙湾区永兴街道南桥北村 正一

844 永兴街道宣灵观 浙江省温州市龙湾区永兴街道沙园村 正一

845 永兴街道永堡道观 浙江省温州市龙湾区永兴街道小塘村 正一

846 永中街道后京观 温州市龙湾区永中街道后京村 正一

847 永中街道新殿道观 浙江温州瓯海永中桥北 正一

848 永中街道杨陈观 浙江省温州市永中街道普门村拜圣桥路5号 正一

849 永中街道玉皇楼 浙江省温州市龙湾区永中街道青山村 正一

850 状元街道伽蓝观 温州市龙湾区状元街道横街村徐家桥 正一

851 状元街道高山宫 温州市龙湾区状元街道前岩高山 正一

852 状元街道横街双联观 温州市龙湾区状元街道横街工业小区 正一

853 永中街道青山三港观 浙江省温州市龙湾区永中街道青山村西首 正一

854 永中街道街道镇南太阴宫 温州市龙湾区永中街道街道南村乐园 正一

855 天河街道金益金山观 浙江省温州市龙湾区天河街道金益村 正一

856 天河街道三港观 浙江省温州市龙湾区天河街道天津村 正一

857 天河街道天津太阴宫 浙江省温州市温州市龙湾区天河街道天津村 正一

858 永中街道坤德宫 浙江省温州市龙湾区永中街道新城村北门底 正一

859 永中街道天仙宫 浙江省温州市龙湾区永中街道普门村五芳巷1 正一

860 天河街道天坛观 浙江省温州市龙湾区天河街道三星村岙底天柱 正一

861 星海街道高轩杨伽观 浙江省温州市龙湾区星海街道高轩村 正一

862 永中街道陈府观 浙江省温州市龙湾区永中街道棋盘村上京地方 正一

863 状元街道茅竹桥太阴宫 浙江省温州市龙湾区状元街道茅竹桥山河地方 正一

864 状元街道状元桥村下市财神观 浙江省温州市龙湾区状元街道状元桥村下市路 正一

865 永中街道上璜太阴宫 浙江省温州市龙湾区永中街道寺西村上璜地方 正一

866 永中街道石胜观 浙江省温州市龙湾区永中街道双岙村 全真

867 永中街道水仙宫 浙江省温州市龙湾区永中街道郑宅村水仙宫 正一

868 永中街道天妃宫 浙江省温州市龙湾区永中街道沧河村 正一

869 永中街道张金观 浙江省温州市龙湾区永中街道寺西村 正一

870 永中街道郑宅杨门观 浙江省温州市龙湾区永中街道永昌郑宅天柱寺 正一

871 永中街道忠烈观 浙江省温州市龙湾区永中街道石浦村 正一

872 状元街道东垟三圣观 浙江省温州市龙湾区状元街道横街村东垟路 正一

873 状元街道三郎桥村高殿庄济观道教 浙江省温州市龙湾区状元街道三郎桥村 正一

874 状元街道三郎桥太阴宫 浙江省温州市龙湾区状元街道三郎桥村 正一

875 状元街道石坦都衙观 浙江省温州市龙湾区状元街道石坦南岸 正一

876 状元街道玉灵观 浙江省温州市龙湾区状元街道御史桥村 正一

877 状元街道状元桥村桥底双联观 浙江省温州市龙湾区状元街道状元桥村桥底路 正一

878 滨江街道洪殿元弼道观 浙江省温州市鹿城区滨江街道黎明中路109 正一

879 滨江街道华光观 浙江省温州市鹿城区滨江街道上蒲州鲍州路2 正一

880 滨江街道柏园道观 浙江省温州市鹿城区滨江街道会展路七百桥边 正一

881 滨江街道上村元弼道观 浙江省温州市鹿城区滨江街道民航路前岸巷1 正一

882 滨江街道上江道观 浙江省温州市鹿城区滨江街道滨江中路2号 正一

883 滨江街道五显观 浙江省温州市鹿城区滨江街道蒲州村 正一

884 南汇街道德胜观 浙江省温州市鹿城区南郊乡葡萄棚路42号 正一

885 滨江街道赤岩道观 浙江省温州市鹿城区滨江街道杨府山路49号 正一

886 滨江街道杨府山双联观 浙江省温州市鹿城区滨江街道杨府山路陡门西 正一

887 南汇街道清心道观 浙江省温州市鹿城区滨江街道巨一村大坝节 正一

888 南汇街道上田太阴宫 浙江省温州市鹿城区南汇街道上田村 正一

889 南汇街道吴山第一观 浙江省温州市鹿城区南汇街道锦绣路 正一

890 南汇街道孝佑宫 浙江省温州市鹿城区南浦街道温迪西路 正一

891 南汇街道永屿宫 浙江省温州市鹿城区南汇街道东屿村东口路1 正一

892 七都街道胡三宫 浙江省温州市鹿城区七都街道前沙村 正一

893 七都街道老涂五岳观 浙江省温州市鹿城区七都街道老涂村 正一

894 七都街道太平宫 浙江省温州市鹿城区七都镇板桥村 正一

895 七都街道太阴宫 浙江省温州市鹿城区七都街道上沙村 正一

896 藤桥镇圣母宫 浙江省温州市鹿城区藤桥镇后垟村 正一

897 松台街道苍峰宫 浙江省温州市鹿城区西山西路外莲花山 正一

898 松台街道黄龙道观 浙江省温州市鹿城区黄龙腾飞路1号 正一

899 五马街道河屿桥三元宫 浙江省温州市鹿城区五马街道湖屿桥 正一

900 五马街道荷花太阴宫 浙江省温州市鹿城区五马街道荷花路372号 正一

901 五马街道湖心道观 浙江省温州市鹿城区五马街道山前街1号 正一

902 滨江街道瞿屿观 浙江省温州市鹿城区滨江街道杨府山北山脚 正一

903 滨江街道蒲州双联观 浙江省温州市鹿城区滨江街道汤家桥路573 正一

904 滨江街道蒲州太阴宫 浙江省温州市鹿城区滨江街道蒲州村268号 正一

905 滨江街道蒲州孝佑宫 浙江省温州市鹿城区滨江街道蒲州街斗门头 正一

906 滨江街道钱库宫 浙江省温州市鹿城区滨江街道上陡门浦西路 正一

907 滨江街道青云道观 浙江省温州市鹿城区滨江街道黎二村板桥头后 正一

908 洞桥山上清宫 浙江省温州市鹿城区仰义街道洞桥山 正一

909 南汇街道玉清道观 浙江省温州市鹿城区绣山街道龙沈村沈宅 正一

910 南汇街道硃砂宫 浙江省温州市鹿城区绣山街道横渎村横渎东路 正一

911 七都街道赤府观 浙江省温州市鹿城区七都街道吟州村 正一

912 南汇街道金山宫 浙江省温州市鹿城区滨江街道黎明东路山下巷 正一

913 七都街道浮沙赤岩观 浙江省温州市鹿城区七都街道樟里村 正一

914 七都街道广济宫 浙江省温州市鹿城区七都街道吟州村 正一

915 藤桥镇太母宫 浙江省温州市鹿城区藤桥镇南岸村 正一

916 五马街道家庆道观 浙江省温州市鹿城区五马街道江滨西路204 正一

917 五马街道溥泽宫 浙江省温州市鹿城区五马街道矮凳桥22弄 正一

918 五马街道山元道观 浙江省温州市鹿城区五马街道海坦山 正一

919 松台街道惠应道观 浙江省温州市鹿城区水心路7弄1号 正一

920 松台街道金莲道观 浙江省温州市鹿城区景山金莲道观 正一

921 松台街道棉岩道观 浙江省温州市鹿城区双桥村上桥路128号 正一

922 松台街道天妃宫 浙江省温州市鹿城区斋堂巷29号 正一

923 松台街道玉皇楼 浙江省温州市鹿城区松台街道翠微山 全真

924 五马街道天仙道观 浙江省温州市鹿城区五马街道童子殿巷20号 正一

925 仰义街道云山宫 浙江省温州市鹿城区前京龙娘山 正一

926 五马街道汇车桥道观 浙江省温州市鹿城区五马街道汇车桥 正一

927 双屿街道城隍道院 浙江省温州市鹿城区双屿街道城隍道院 全真

928 双屿街道慈霞道观 浙江省温州市鹿城区黄龙街道下寅君子峰 正一

929 松台街道白云观 浙江省温州市鹿城区翠微山 全真

930 松台街道正和道观 浙江省温州市鹿城区下桥65号 正一

931 藤桥镇枫林岙村玄坦观 浙江省温州市鹿城区藤桥镇上戍枫林岙村 正一

932 五马街道显洪道观 浙江省温州市鹿城区五马街道永川路 正一

933 五马街道岳飞庙 浙江省温州市鹿城区五马街道垟儿路92号 正一

934 茶山街道洪崖道观 浙江省温州市瓯海区茶山街道洪殿村岩头 正一

935 郭溪街道笔架山道观 浙江省温州市瓯海区郭溪街道笔架山下 正一

936 娄桥镇无量道观 浙江省温州市瓯海区娄桥镇东耕村吹台山 正一

937 南白象街道白云道观 浙江省温州市瓯海区南白象街道白象村 正一

