福 建（918座）



序号    宫观名称                                地址                              派别
371 莆田国欢洞庭宫 福建省莆田市涵江区国欢镇洞庭村 正一

372 莆田镇江弘仁宫 福建省莆田市涵江区白塘镇镇前村 正一

373 莆田码头北极殿 福建省莆田市涵江区国欢镇码头村 正一

374 莆田国欢玉林宫 福建省莆田市涵江区国欢镇林柄村 正一

375 莆田东张义安宫 福建省莆田市涵江区萩芦镇东张村 正一

376 莆田国欢凤山宫 福建省莆田市涵江区国欢镇林柄村 正一

377 莆田安仁朝霞宫 福建省莆田市涵江区白塘镇安仁村 正一

378 莆田江口新井凤池宫 福建省莆田市涵江区江口镇江口社区 正一

