甘 肃（615所）


序号 宫观名称 地址 派别
354 积石山县徐扈家乡杨王家尕庙 甘肃省临夏回族自治州积石山保安族东乡族撒 全真

355 积石山县胡林家乡西高庙 甘肃省临夏回族自治州积石山保安族东乡族撒 全真

356 积石山县安集乡杨家湾庙 甘肃省临夏回族自治州积石山保安族东乡族撒 全真

357 积石山县别藏镇大庄庙 甘肃省临夏回族自治州积石山保安族东乡族撒 全真

358 积石山县安集乡蒲家湾庙 甘肃省临夏回族自治州积石山保安族东乡族撒 全真

359 积石山县安集乡三坪庙 甘肃省临夏回族自治州积石山保安族东乡族撒 全真

